P1_to_P2_relative_position,P1_to_obs_1_relative_position,P1_to_obs_2_relative_position,P1_to_obs_3_relative_position,P1_to_obs_4_relative_position,P1_to_obs_5_relative_position,P2_to_obs_1_relative_position,P2_to_obs_2_relative_position,P2_to_obs_3_relative_position,P2_to_obs_4_relative_position,P2_to_obs_5_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,P1_action,P2_action,reward,timestamp_milliseconds
"(-33, -22)","(22, 24)","(-26, 41)","(-74.0, 0.0)","(-87.0, 0.0)","(-147.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-52, 169)","(-19, 191)",0,4,200,16429
"(-34, -22)","(21, 24)","(-27, 41)","(-75.0, 0.0)","(-88.0, 0.0)","(-148.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-53, 169)","(-19, 191)",0,4,200,16464
"(-35, -22)","(20, 24)","(-28, 41)","(-76.0, 0.0)","(-89.0, 0.0)","(-149.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-54, 169)","(-19, 191)",0,4,200,16500
"(-36, -22)","(19, 24)","(-29, 41)","(-77.0, 0.0)","(-90.0, 0.0)","(-150.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-55, 169)","(-19, 191)",0,4,200,16536
"(-37, -22)","(18, 24)","(-30, 41)","(-78.0, 0.0)","(-91.0, 0.0)","(-151.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-56, 169)","(-19, 191)",0,4,200,16571
"(-38, -22)","(17, 24)","(-31, 41)","(-79.0, 0.0)","(-92.0, 0.0)","(-152.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-57, 169)","(-19, 191)",0,4,200,16607
"(-39, -22)","(16, 24)","(-32, 41)","(-80.0, 0.0)","(-93.0, 0.0)","(-153.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-58, 169)","(-19, 191)",0,4,200,16643
"(-40, -22)","(15, 24)","(-33, 41)","(-81.0, 0.0)","(-94.0, 0.0)","(-154.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-59, 169)","(-19, 191)",0,4,200,16679
"(-41, -22)","(14, 24)","(-34, 41)","(-82.0, 0.0)","(-95.0, 0.0)","(-155.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-60, 169)","(-19, 191)",0,4,200,16714
"(-42, -22)","(13, 24)","(-35, 41)","(-83.0, 0.0)","(-96.0, 0.0)","(-156.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-61, 169)","(-19, 191)",0,4,200,16750
"(-43, -22)","(12, 24)","(-36, 41)","(-84.0, 0.0)","(-97.0, 0.0)","(-157.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-62, 169)","(-19, 191)",0,4,200,16786
"(-44, -22)","(11, 24)","(-37, 41)","(-85.0, 0.0)","(-98.0, 0.0)","(-158.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-63, 169)","(-19, 191)",0,4,200,16821
"(-45, -22)","(10, 24)","(-38, 41)","(-86.0, 0.0)","(-99.0, 0.0)","(-159.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-64, 169)","(-19, 191)",0,4,200,16857
"(-45, -22)","(10, 24)","(-38, 41)","(-86.0, 0.0)","(-99.0, 0.0)","(-159.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-64, 169)","(-19, 191)",0,4,200,16893
"(-45, -22)","(10, 24)","(-38, 41)","(-86.0, 0.0)","(-99.0, 0.0)","(-159.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-64, 169)","(-19, 191)",0,4,200,16929
"(-45, -22)","(10, 24)","(-38, 41)","(-86.0, 0.0)","(-99.0, 0.0)","(-159.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-64, 169)","(-19, 191)",0,4,200,16964
"(-45, -22)","(10, 24)","(-38, 41)","(-86.0, 0.0)","(-99.0, 0.0)","(-159.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-64, 169)","(-19, 191)",0,4,200,17000
"(-45, -22)","(10, 24)","(-38, 41)","(-86.0, 0.0)","(-99.0, 0.0)","(-159.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-64, 169)","(-19, 191)",0,4,200,17037
"(-45, -22)","(10, 24)","(-38, 41)","(-86.0, 0.0)","(-99.0, 0.0)","(-159.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-64, 169)","(-19, 191)",0,4,200,17074
"(-45, -22)","(10, 24)","(-38, 41)","(-86.0, 0.0)","(-99.0, 0.0)","(-159.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-64, 169)","(-19, 191)",0,4,200,17111
"(-45, -22)","(10, 24)","(-38, 41)","(-86.0, 0.0)","(-99.0, 0.0)","(-159.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-64, 169)","(-19, 191)",0,4,200,17148
"(-45, -22)","(10, 24)","(-38, 41)","(-86.0, 0.0)","(-99.0, 0.0)","(-159.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-64, 169)","(-19, 191)",0,4,200,17185
"(-45, -22)","(10, 24)","(-38, 41)","(-86.0, 0.0)","(-99.0, 0.0)","(-159.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-64, 169)","(-19, 191)",0,4,200,17222
"(-45, -22)","(10, 24)","(-38, 41)","(-86.0, 0.0)","(-99.0, 0.0)","(-159.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-64, 169)","(-19, 191)",0,4,200,17259
"(-45, -22)","(10, 24)","(-38, 41)","(-86.0, 0.0)","(-99.0, 0.0)","(-159.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-64, 169)","(-19, 191)",0,4,200,17296
"(-45, -22)","(10, 24)","(-38, 41)","(-86.0, 0.0)","(-99.0, 0.0)","(-159.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-64, 169)","(-19, 191)",0,4,200,17333
"(-45, -22)","(10, 24)","(-38, 41)","(-86.0, 0.0)","(-99.0, 0.0)","(-159.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-64, 169)","(-19, 191)",0,4,200,17370
"(-45, -22)","(10, 24)","(-38, 41)","(-86.0, 0.0)","(-99.0, 0.0)","(-159.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-64, 169)","(-19, 191)",0,4,200,17407
"(-45, -22)","(10, 24)","(-38, 41)","(-86.0, 0.0)","(-99.0, 0.0)","(-159.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-64, 169)","(-19, 191)",0,4,200,17444
"(-45, -22)","(10, 24)","(-38, 41)","(-86.0, 0.0)","(-99.0, 0.0)","(-159.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-64, 169)","(-19, 191)",0,4,200,17481
"(-45, -22)","(10, 24)","(-38, 41)","(-86.0, 0.0)","(-99.0, 0.0)","(-159.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-64, 169)","(-19, 191)",0,4,200,17519
"(-45, -22)","(10, 24)","(-38, 41)","(-86.0, 0.0)","(-99.0, 0.0)","(-159.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-64, 169)","(-19, 191)",0,4,200,17556
"(-45, -22)","(10, 24)","(-38, 41)","(-86.0, 0.0)","(-99.0, 0.0)","(-159.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-64, 169)","(-19, 191)",0,4,200,17593
"(-45, -22)","(10, 24)","(-38, 41)","(-86.0, 0.0)","(-99.0, 0.0)","(-159.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-64, 169)","(-19, 191)",0,4,200,17630
"(-45, -22)","(10, 24)","(-38, 41)","(-86.0, 0.0)","(-99.0, 0.0)","(-159.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-64, 169)","(-19, 191)",0,4,200,17667
"(-45, -22)","(10, 24)","(-38, 41)","(-86.0, 0.0)","(-99.0, 0.0)","(-159.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-64, 169)","(-19, 191)",0,4,200,17704
"(-45, -22)","(9, 24)","(-39, 41)","(-87.0, 0.0)","(-100.0, 0.0)","(-160.0, 0.0)","(-42.0, 0.0)","(-55, 4)","(0.0, 63.0)","(54, 46)","(-115, 4)","(-65, 169)","(-20, 191)",0,0,200,17741
"(-44, -22)","(9, 24)","(-39, 41)","(-87.0, 0.0)","(-100.0, 0.0)","(-160.0, 0.0)","(-43.0, 0.0)","(-56, 4)","(0.0, 63.0)","(53, 46)","(-116, 4)","(-65, 169)","(-21, 191)",4,0,200,17778
"(-43, -22)","(9, 24)","(-39, 41)","(-87.0, 0.0)","(-100.0, 0.0)","(-160.0, 0.0)","(-44.0, 0.0)","(-57, 4)","(0.0, 63.0)","(52, 46)","(-117, 4)","(-65, 169)","(-22, 191)",4,0,200,17815
"(-42, -22)","(9, 24)","(-39, 41)","(-87.0, 0.0)","(-100.0, 0.0)","(-160.0, 0.0)","(-45.0, 0.0)","(-58, 4)","(0.0, 63.0)","(51, 46)","(-118, 4)","(-65, 169)","(-23, 191)",4,0,200,17852
"(-41, -22)","(9, 24)","(-39, 41)","(-87.0, 0.0)","(-100.0, 0.0)","(-160.0, 0.0)","(-46.0, 0.0)","(-59, 4)","(0.0, 63.0)","(50, 46)","(-119, 4)","(-65, 169)","(-24, 191)",4,0,200,17889
"(-40, -22)","(9, 24)","(-39, 41)","(-87.0, 0.0)","(-100.0, 0.0)","(-160.0, 0.0)","(-47.0, 0.0)","(-60, 4)","(0.0, 63.0)","(49, 46)","(-120, 4)","(-65, 169)","(-25, 191)",4,0,200,17926
"(-39, -22)","(9, 24)","(-39, 41)","(-87.0, 0.0)","(-100.0, 0.0)","(-160.0, 0.0)","(-48.0, 0.0)","(-61, 4)","(0, 63)","(48, 46)","(-121, 4)","(-65, 169)","(-26, 191)",4,0,200,17963
"(-38, -22)","(9, 24)","(-39, 41)","(-87.0, 0.0)","(-100.0, 0.0)","(-160.0, 0.0)","(-49.0, 0.0)","(-62, 4)","(-1, 63)","(47, 46)","(-122, 4)","(-65, 169)","(-27, 191)",4,0,200,18000
"(-37, -22)","(9, 24)","(-39, 41)","(-87.0, 0.0)","(-100.0, 0.0)","(-160.0, 0.0)","(-50.0, 0.0)","(-2, 63)","(-63, 4)","(46, 46)","(-123, 4)","(-65, 169)","(-28, 191)",4,0,200,18036
"(-36, -22)","(9, 24)","(-39, 41)","(-87.0, 0.0)","(-100.0, 0.0)","(-160.0, 0.0)","(-51.0, 0.0)","(-3, 63)","(-64, 4)","(45, 46)","(-124, 4)","(-65, 169)","(-29, 191)",4,0,200,18071
"(-35, -22)","(9, 24)","(-39, 41)","(-87.0, 0.0)","(-100.0, 0.0)","(-160.0, 0.0)","(-52.0, 0.0)","(-4, 63)","(44, 46)","(-65, 4)","(-125, 4)","(-65, 169)","(-30, 191)",4,0,200,18107
"(-34, -22)","(9, 24)","(-39, 41)","(-87.0, 0.0)","(-100.0, 0.0)","(-160.0, 0.0)","(-53.0, 0.0)","(43, 46)","(-5, 63)","(-66, 4)","(-126, 4)","(-65, 169)","(-31, 191)",4,0,200,18143
"(-33, -22)","(9, 24)","(-39, 41)","(-87.0, 0.0)","(-100.0, 0.0)","(-160.0, 0.0)","(-54.0, 0.0)","(42, 46)","(-6, 63)","(-67, 4)","(-127, 4)","(-65, 169)","(-32, 191)",4,0,200,18179
"(-32, -22)","(9, 24)","(-39, 41)","(-87.0, 0.0)","(-100.0, 0.0)","(-160.0, 0.0)","(-55.0, 0.0)","(41, 46)","(-7, 63)","(-68, 4)","(-128, 4)","(-65, 169)","(-33, 191)",4,0,200,18214
"(-31, -22)","(9, 24)","(-39, 41)","(-87.0, 0.0)","(-100.0, 0.0)","(-160.0, 0.0)","(-56.0, 0.0)","(40, 46)","(-8, 63)","(-69, 4)","(-129, 4)","(-65, 169)","(-34, 191)",4,0,200,18250
"(-29, -22)","(10, 24)","(-38, 41)","(-86.0, 0.0)","(-99.0, 0.0)","(-159.0, 0.0)","(-57.0, 0.0)","(39, 46)","(-9, 63)","(-70, 4)","(-130, 4)","(-64, 169)","(-35, 191)",1,0,200,18286
"(-27, -22)","(11, 24)","(-37, 41)","(-85.0, 0.0)","(-98.0, 0.0)","(-158.0, 0.0)","(-58.0, 0.0)","(38, 46)","(-10, 63)","(-71, 4)","(-131, 4)","(-63, 169)","(-36, 191)",1,0,200,18321
"(-25, -22)","(12, 24)","(-36, 41)","(-84.0, 0.0)","(-97.0, 0.0)","(-157.0, 0.0)","(-59.0, 0.0)","(37, 46)","(-11, 63)","(-72, 4)","(-132, 4)","(-62, 169)","(-37, 191)",1,0,200,18357
"(-23, -22)","(13, 24)","(-35, 41)","(-83.0, 0.0)","(-96.0, 0.0)","(-156.0, 0.0)","(36, 46)","(-60.0, 0.0)","(-12, 63)","(-73, 4)","(-133, 4)","(-61, 169)","(-38, 191)",1,0,200,18393
"(-21, -22)","(14, 24)","(-34, 41)","(-82.0, 0.0)","(-95.0, 0.0)","(-155.0, 0.0)","(35, 46)","(-61.0, 0.0)","(-13, 63)","(-74, 4)","(-134, 4)","(-60, 169)","(-39, 191)",1,0,200,18429
"(-19, -22)","(15, 24)","(-33, 41)","(-81.0, 0.0)","(-94.0, 0.0)","(-154.0, 0.0)","(34, 46)","(-62.0, 0.0)","(-14, 63)","(-75, 4)","(-135, 4)","(-59, 169)","(-40, 191)",1,0,200,18464
"(-17, -22)","(16, 24)","(-32, 41)","(-80.0, 0.0)","(-93.0, 0.0)","(-153.0, 0.0)","(33, 46)","(-63.0, 0.0)","(-15, 63)","(-76, 4)","(-136, 4)","(-58, 169)","(-41, 191)",1,0,200,18500
"(-15, -22)","(17, 24)","(-31, 41)","(-79.0, 0.0)","(-92.0, 0.0)","(-152.0, 0.0)","(32, 46)","(-64.0, 0.0)","(-16, 63)","(-77, 4)","(-137, 4)","(-57, 169)","(-42, 191)",1,0,200,18536
"(-13, -22)","(18, 24)","(-30, 41)","(-78.0, 0.0)","(-91.0, 0.0)","(-151.0, 0.0)","(31, 46)","(-65.0, 0.0)","(-17, 63)","(-78, 4)","(-138, 4)","(-56, 169)","(-43, 191)",1,0,200,18571
"(-11, -22)","(19, 24)","(-29, 41)","(-77.0, 0.0)","(-90.0, 0.0)","(-150.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-55, 169)","(-44, 191)",1,0,200,18607
"(-10, -22)","(20, 24)","(-28, 41)","(-76.0, 0.0)","(-89.0, 0.0)","(-149.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-54, 169)","(-44, 191)",1,4,200,18643
"(-9, -22)","(21, 24)","(-27, 41)","(-75.0, 0.0)","(-88.0, 0.0)","(-148.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-53, 169)","(-44, 191)",1,4,200,18679
"(-8, -22)","(22, 24)","(-26, 41)","(-74.0, 0.0)","(-87.0, 0.0)","(-147.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-52, 169)","(-44, 191)",1,4,200,18714
"(-7, -22)","(23, 24)","(-25, 41)","(-73.0, 0.0)","(-86.0, 0.0)","(-146.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-51, 169)","(-44, 191)",1,4,200,18750
"(-6, -22)","(24, 24)","(-24, 41)","(-72.0, 0.0)","(-85.0, 0.0)","(-145.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-50, 169)","(-44, 191)",1,4,200,18786
"(-5, -22)","(25, 24)","(-23, 41)","(-71.0, 0.0)","(-84.0, 0.0)","(-144.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-49, 169)","(-44, 191)",1,4,200,18821
"(-4, -22)","(26, 24)","(-22, 41)","(-70.0, 0.0)","(-83.0, 0.0)","(-143.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-48, 169)","(-44, 191)",1,4,200,18857
"(-3, -22)","(27, 24)","(-21, 41)","(-69.0, 0.0)","(-82.0, 0.0)","(-142.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-47, 169)","(-44, 191)",1,4,200,18893
"(-2, -22)","(28, 24)","(-20, 41)","(-68.0, 0.0)","(-81.0, 0.0)","(-141.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-46, 169)","(-44, 191)",1,4,200,18929
"(-1, -22)","(29, 24)","(-19, 41)","(-67.0, 0.0)","(-80.0, 0.0)","(-140.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-45, 169)","(-44, 191)",1,4,200,18964
"(-1, -23)","(29, 23)","(-19, 40)","(-67.0, 0.0)","(-80.0, 0.0)","(-140.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-45, 168)","(-44, 191)",2,4,200,19143
"(-1, -24)","(29, 22)","(-19, 39)","(-67.0, 0.0)","(-80.0, 0.0)","(-140.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-45, 167)","(-44, 191)",2,4,200,19179
"(-1, -25)","(29, 21)","(-19, 38)","(-67.0, 0.0)","(-80.0, 0.0)","(-140.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-45, 166)","(-44, 191)",2,4,200,19214
"(-1, -26)","(29, 20)","(-19, 37)","(-67.0, 0.0)","(-80.0, 0.0)","(-140.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-45, 165)","(-44, 191)",2,4,200,19250
"(-1, -27)","(29, 19)","(-19, 36)","(-67.0, 0.0)","(-80.0, 0.0)","(-140.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-45, 164)","(-44, 191)",2,4,200,19286
"(-1, -28)","(29, 18)","(-19, 35)","(-67.0, 0.0)","(-80.0, 0.0)","(-140.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-45, 163)","(-44, 191)",2,4,200,19321
"(-1, -29)","(29, 17)","(-19, 34)","(-67.0, 0.0)","(-80.0, 0.0)","(-140.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-45, 162)","(-44, 191)",2,4,200,19357
"(-1, -30)","(29, 16)","(-19, 33)","(-67.0, 0.0)","(-80.0, 0.0)","(-140.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-45, 161)","(-44, 191)",2,4,200,19393
"(-1, -31)","(29, 15)","(-19, 32)","(-67.0, 0.0)","(-80.0, 0.0)","(-140.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-45, 160)","(-44, 191)",2,4,200,19429
"(-1, -32)","(29, 14)","(-19, 31)","(-67.0, 0.0)","(-80.0, 0.0)","(-140.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-45, 159)","(-44, 191)",2,4,200,19464
"(-1, -33)","(29, 13)","(-19, 30)","(-67.0, 0.0)","(-80.0, 0.0)","(-140.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-45, 158)","(-44, 191)",2,4,200,19500
"(-1, -34)","(29, 12)","(-19, 29)","(-67.0, 0.0)","(-80.0, 0.0)","(-140.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-45, 157)","(-44, 191)",2,4,200,19536
"(-1, -35)","(29, 11)","(-19, 28)","(-67.0, 0.0)","(-80.0, 0.0)","(-140.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-45, 156)","(-44, 191)",2,4,200,19571
"(-1, -36)","(29, 10)","(-19, 27)","(-67.0, 0.0)","(-80.0, 0.0)","(-140.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-45, 155)","(-44, 191)",2,4,200,19607
"(-1, -37)","(29, 9)","(-19, 26)","(-67.0, 0.0)","(-80.0, 0.0)","(-140.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-45, 154)","(-44, 191)",2,4,200,19643
"(-1, -38)","(29, 8)","(-19, 25)","(-67.0, 0.0)","(-80.0, 0.0)","(-140.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-45, 153)","(-44, 191)",2,4,200,19679
"(-1, -39)","(29, 7)","(-19, 24)","(-67.0, 0.0)","(-80.0, 0.0)","(-140.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-45, 152)","(-44, 191)",2,4,200,19714
"(-1, -40)","(29, 6)","(-19, 23)","(-67.0, 0.0)","(-80.0, 0.0)","(-140.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-45, 151)","(-44, 191)",2,4,200,19750
"(-1, -41)","(-19, 22)","(29, 5)","(-67.0, 0.0)","(-80.0, 0.0)","(-140.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-45, 150)","(-44, 191)",2,4,200,19786
"(-1, -42)","(-19, 21)","(29, 4)","(-67.0, 0.0)","(-80.0, 0.0)","(-140.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-45, 149)","(-44, 191)",2,4,200,19821
"(-1, -43)","(-19, 20)","(29, 3)","(-67.0, 0.0)","(-80.0, 0.0)","(-140.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-45, 148)","(-44, 191)",2,4,200,19857
"(-1, -44)","(-19, 19)","(29, 2)","(-67.0, 0.0)","(-80.0, 0.0)","(-140.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-45, 147)","(-44, 191)",2,4,200,19893
"(-1, -45)","(-19, 18)","(29, 1)","(-67.0, 0.0)","(-80.0, 0.0)","(-140.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-45, 146)","(-44, 191)",2,4,200,19929
"(-1, -46)","(-19, 17)","(29, 0)","(-67.0, 0.0)","(-80.0, 0.0)","(-140.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-45, 145)","(-44, 191)",2,4,200,19964
"(-1, -47)","(-19, 16)","(29.0, 0.0)","(-67.0, 0.0)","(-80.0, 0.0)","(-140.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-45, 144)","(-44, 191)",2,4,200,20000
"(-1, -48)","(-19, 15)","(29.0, 0.0)","(-67.0, 0.0)","(-80.0, 0.0)","(-140.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-45, 143)","(-44, 191)",2,4,200,20037
"(-1, -49)","(-19, 14)","(29.0, 0.0)","(-67.0, 0.0)","(-80.0, 0.0)","(-140.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-45, 142)","(-44, 191)",2,4,200,20074
"(-1, -50)","(-19, 13)","(29.0, 0.0)","(-67, 0)","(-80.0, 0.0)","(-140.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-45, 141)","(-44, 191)",2,4,200,20111
"(-1, -50)","(-19, 13)","(29.0, 0.0)","(-67, 0)","(-80.0, 0.0)","(-140.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-45, 141)","(-44, 191)",2,4,200,20148
"(-1, -50)","(-19, 13)","(29.0, 0.0)","(-67, 0)","(-80.0, 0.0)","(-140.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-45, 141)","(-44, 191)",2,4,200,20185
"(-1, -50)","(-19, 13)","(29.0, 0.0)","(-67, 0)","(-80.0, 0.0)","(-140.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-45, 141)","(-44, 191)",2,4,200,20222
"(-1, -50)","(-19, 13)","(29.0, 0.0)","(-67, 0)","(-80.0, 0.0)","(-140.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-45, 141)","(-44, 191)",2,4,200,20259
"(-1, -50)","(-19, 13)","(29.0, 0.0)","(-67, 0)","(-80.0, 0.0)","(-140.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-45, 141)","(-44, 191)",2,4,200,20296
"(-1, -50)","(-19, 13)","(29.0, 0.0)","(-67, 0)","(-80.0, 0.0)","(-140.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-45, 141)","(-44, 191)",2,4,200,20333
"(-1, -50)","(-19, 13)","(29.0, 0.0)","(-67, 0)","(-80.0, 0.0)","(-140.0, 0.0)","(30, 46)","(-18, 63)","(-66.0, 0.0)","(-79, 4)","(-139, 4)","(-45, 141)","(-44, 191)",2,4,200,20370
